a1	【A1】adj.第一等的;最佳的;头等的
spotless	【spotless】adj.无脏污的;无缺点的;无可挑剔的
spotlight	【spotlight】n.照明灯;车头灯
spotted	【spotted】adj.有斑点的;斑纹的;弄污了的
spottiness	【spottiness】n.遍处斑点;斑点
spotty	【spotty】adj.遍处斑点的;遍处污点的;发疹的
spousal	【spousal】n.结婚;结亲;结婚仪式;adj.结婚的
spouse	【spouse】n.配偶;夫妻
spout	【spout】n.喷口;流出槽;v.喷出;装腔作势说出;典押
sprag	【sprag】n.插模钉
sprain	【sprain】n.扭伤;扭筋;v.挫伤;扭筋;错筋
sprat	【sprat】n.非鱼属的小鱼;瘦瘦的人;小个子
sprawl	【sprawl】v.伸开手脚而坐(卧)
spray	【spray】n.水沫;喷雾器;喷雾;v.喷雾;扫射;喷射
sprayer	【sprayer】n.喷出水沫的人;喷雾;喷雾器
spread	【spread】n.传布;伸展;一展开;adj.扩延的;v.传布;推广;伸出
spreader	【spreader】n.展阔器
spreadover	【spreadover】n.弹性上班时间;工作时间可依需要而伸缩的制度
spreadsheet	【spreadsheet】n.试算表
spree	【spree】n.戏耍;喧闹;宴会;v.喝成醉醺醺
sprig	【sprig】n.小树枝;图钉;无头小钉;v.折取小树枝;用钉子钉上
spriggy	【spriggy】adj.小树枝多的;嫩枝多的
sprightliness	【sprightliness】n.愉快;快活
sprightly	【sprightly】adj.活泼的;愉快的;adv.活泼地;愉快地
spring	【spring】n.春天;弹簧;跳跃;adj.春天的;v.跳;裂开
springboard	【springboard】n.跳板;跳板
springbok	【springbok】n.羚羊的一种
spring/chicken	【spring&nbspchicken】n.童子鸡;小公鸡
springcleaning	【spring-cleaning】n.大扫除
springe	【springe】adj.圈套;v.使上圈套
springhalt	【springhalt】n.跛行症
springhead	【springhead】n.根源;泉源
springhouse	【springhouse】n.冷藏间
springiness	【springiness】n.富於弹性;弹性;轻快
springlet	【springlet】n.小泉
springtail	【springtail】n.跳虫
springtime	【springtime】n.春天;春季;初期
springy	【springy】adj.有弹力的;轻快的;多水泉的
sprinkle	【sprinkle】v.洒;散置;微雨
sprinkler	【sprinkler】n.洒水车;洒水器
sprinkling	【sprinkling】v.洒水
sprint	【sprint】n.短距离赛跑;v.奋力而跑
sprinter	【sprinter】n.赛跑选手
sprit	【sprit】n.斜杠;第一斜桅
sprite	【sprite】n.小妖;小鬼;妖精
spritsail	【spritsail】n.斜杠帆
sprocket	【sprocket】n.扣链齿;扣链齿轮;扣链齿轮
sprout	【sprout】n.芽;萌芽;v.使发芽;长芽
spruce	【spruce】n.虎尾枞属的植物;赤松;adj.颇为乾净的;俏的;时髦的;v.使显乾净;装样子
sprue	【sprue】n.倒注口;热带病的一种;竖浇道
spruing	【spruing】n.开浇道
spry	【spry】adj.精神好的;活泼的;敏捷的
spud	【spud】n.小锄头;剥取树皮用的刀;马铃薯;v.用小锄头挖掘
spume	【spume】n.泡沫;v.起泡沫
spumescence	【spumescence】n.起泡沫;泡沫状
spumescent	【spumescent】adj.起泡沫的;泡沫状的
spumoni	【spumoni】n.义大利式的冰淇淋
spun	【spun】p.pp.=spin
spunk	【spunk】n.精神;勇气;怒意
spunky	【spunky】adj.有精神的;生气蓬勃的;容易发怒的
spur	【spur】n.马刺;v.刺激;激励
spurge	【spurge】n.泽漆
spurious	【spurious】adj.膺造的;伪造的;好像有道理的
spurn	【spurn】n.踢开;拒斥;v.踢到一旁;冷落
spurrier	【spurrier】n.马刺制造者
spurt	【spurt】v.喷出;溅迸出来;一鼓作气;拼命跑
sputnik	【sputnik】n.人造卫星
sputter	【sputter】n.咕哝;急语;v.飞溅唾沫;急忙地讲
sputtering	【sputtering】n.v.溅散
sputum	【sputum】n.唾液;痰;喀痰
spy	【spy】n.间谍;侦探;侦察;v.侦探;找出
spyglass	【spyglass】n.小望远镜
spygmogram	【spygmogram】n.记录动脉脉冲的运动;型式和力量之图表
spyhole	【spyhole】n.窥伺的小孔
spy/plane	【spy&nbspplane】n.侦察机
squabble	【squabble】n.争论;吵嘴
squabby	【squabby】adj.胖胖的;矮胖的
squad	【squad】n.班;小队;小集团
squadron	【squadron】n.[军]骑兵营;(舰队的)分遣队;小舰队
squalid	【squalid】adj.脏的;脏污的;凄惨的
squalidity	【squalidity】n.脏污;污秽;肮脏
squall	【squall】n.狂风;暴风雪;哇哇器声;v.狂风吹袭;哇哇地叫嚷
squally	【squally】adj.多狂风的;天气将愈变愈坏的;可怕的
squalor	【squalor】n.肮脏;脏污;不乾净
squama	【squama】n.鳞片;鳞;鳞状部
squamate	【squamate】adj.有鳞的
squander	【squander】v.浪费;使…散开
squanderer	【squanderer】n.浪费者;放荡者
squandermania	【squandermania】n.浪费狂;乱花狂
square	【square】n.正方形;街区;平方;adj.正方形的;正直的;公正的;v.一致;符合;使…成方形
squarebuilt	【square-built】adj.横宽的;宽阔的;结实的
squaredance	【square-dance】n.方块舞
squarefaced	【square-faced】adj.四方脸的
squarehead	【squarehead】n.德国;荷兰;斯堪的纳维亚的移民
square/kilometer	【square&nbspkilometer】n.平方公里
squarely	【squarely】adv.方形地;四角地;直角地
squareness	【squareness】n.方形;拘谨;一丝不苟
squarerigged	【square-rigged】adj.横帆的
squarerigger	【square-rigger】n.横帆船
squaretoed	【square-toed】adj.前端为四角形的;古板的;吹毛求疵的
squaretoes	【square-toes】n.古板的人;拘谨的人;吹毛求疵的人
squarish	【squarish】adj.拘谨的
squarson	【squarson】n.牧师兼地主
squash	【squash】n.摺皱不堪;拥挤嘈杂的人群;壁球;;v.压扁;变扁;压制
squashy	【squashy】adj.容易压坏的;柔软的;泥泞的
squat	【squat】n.蹲;adj.蹲着的;矮胖胖的;v.蹲下;坐
squatty	【squatty】adj.矮胖的
squaw	【squaw】n.女人;妻子;女人
squawfish	【squawfish】n.大形食用淡水鱼
squawk	【squawk】n.瓜瓜声;苍鹏;v.瓜瓜地叫鸣;呶呶不休地发牢骚
squawker	【squawker】n.三道系统中之中范围扬声器
squeak	【squeak】n.吱吱声;v.吱吱叫;咬
squeaker	【squeaker】n.吱吱叫的东西;咬啮者;雏鸽
squeaky	【squeaky】adj.吱吱响的;发轧声的
squeal	【squeal】n.尖叫;告密;高声诉苦;v.发出尖锐的叫声;告密;高声埋怨
squeamish	【squeamish】adj.过於拘谨的;洁癖的;神经质的
squeegee	【squeegee】n.橡胶清洁器;橡胶滚轴;v.使用橡胶清洁器;用橡胶滚轴压
squeeze	【squeeze】n.紧挟;挤;v.紧握;挤;压挤
squeezer	【squeezer】n.压挤机;压搾机
squeezing	【squeezing】n.推挤;v.挤压;压榨;挤入;压迫
squegger	【squegger】n.抑制发生於栅极电路中的自淬熄振荡器
squegging	【squegging】n.在振荡电路中之自阻塞条件
squelch	【squelch】n.消杂音
squelcher	【squelcher】n.使对哑口无言的辩论;毫不放松的反击
squib	【squib】n.爆竹;嘲讽;讽刺文章;v.投掷爆竹;砰然爆开;嘲弄
squid	【squid】n.乌贼;钓乌贼用钓钩;反潜水雷发射装置
squiggle	【squiggle】n.胡乱写的字
squilla	【squilla】n.虾蛄
squinch	【squinch】n.内角拱
squint	【squint】n.斜视眼;斜着;倾向;adj.斜视的;v.使变斜视眼;斜视
squinteyed	【squint-eyed】adj.斜视的
squire	【squire】n.乡绅;大地主;治安官;v.随侍
squirearchy	【squirearchy】n.地主政治;地主阶级
squireen	【squireen】n.小地主
squirrel	【squirrel】n.[动]松鼠;松鼠的毛皮
squirt	【squirt】v.喷出;溅迸;注射;n.水枪;注射器;喷出
squitter	【squitter】n.断续振荡器
sscannogram	【sscannogram】n.扫描图
sstatfarad	【sstatfarad】n.静法拉
st	【St.】=saint
stab	【stab】n.刺;剧痛;伤心;v.刺;使…贯穿;悲痛
stabbed	【stabbed】v.刺;中伤;刺穿
stabber	【stabber】n.刺的东西;锥子;暗杀者
stabile	【stabile】adj.安定的;稳定的;不动的
stability	【stability】n.安定;稳定性;坚实
stabilization	【stabilization】n.安定;安定化;稳定
stabilize	【stabilize】v.稳定;使…坚固
stabilizer	【stabilizer】n.安定装置;水平尾翼;有安定作用之物
stabilizers	【stabilizers】n.碳化物安定剂
stabistor	【stabistor】n.稳定子
stable	【stable】n.马房;马棚;adj.稳定的;安定的;坚固的;v.赶入马房里;住进马房里
stablecompanion	【stable-companion】n.同马房里的马匹;学友;俱乐部同人
stableman	【stableman】n.马夫
stablish	【stablish】v.使坚固
stably	【stably】adv.坚固地;安定着
staccato	【staccato】n.顿促音;adj.顿促的;顿促音的;adv.顿促地(把音清楚的奏出);奏成断音地
stack	【stack】n.堆叠;堆;烟囱;v.堆积;做牌;选派
stacker	【stacker】n.堆叠器
stacte	【stacte】n.没药
stactometer	【stactometer】n.滴量计
stadholder	【stadholder】n.省长;总督
stadia	【stadia】n.规距仪;pl.=stadium
stadium	【stadium】n.体育馆;竞技场;发展阶段;(古希腊)长度单位
staff	【staff】n.人员;同事;棍棒;职员
staffer	【staffer】n.参谋的一员;编辑;采访记者
stag	【stag】n.雄鹿;牛;套利者;单独出席的女性;v.尾随;探查;不带女伴出席
stage	【stage】n.阶段;舞台;驿站;v.上演;表演;乘驿车旅行
stagecoach	【stagecoach】n.译马车;公共马车
stage/fright	【stage&nbspfright】n.怯场;害羞
stagehand	【stagehand】n.舞台管理
stager	【stager】n.老练的人;老经验;演员
stagestruck	【stagestruck】adj.沈迷於演员热的;憧憬於舞台生活的
stagewise	【stagewise】adj.熟於演戏的;善於演出的
stagflation	【stagflation】n.不景气状况下之物价上涨
stagger	【stagger】n.蹒跚;踌躇;v.蹒跚;使…摇摆;踌躇
staggering	【staggering】n.参差;adj.摇晃欲倒的;犹豫的;惊人的
staghorn	【staghorn】n.雄鹿的角;石松;大珊瑚的一种
staghound	【staghound】n.狩鹿用猎犬
stagnancy	【stagnancy】n.停滞;沈滞;不景气
stagnant	【stagnant】adj.不流动的;不景气的
stagnate	【stagnate】v.淤塞;腐败;沉滞;变萧条
stagnation	【stagnation】n.淤塞;停滞;沈滞
stagy	【stagy】adj.戏剧的;戏一般的;夸大的
staid	【staid】adj.稳重的;认真的;沈着的;固定不变的
staidness	【staidness】n.认真;沈着
stain	【stain】n.污染;污点;着色;v.沾染;染污;着色
stainer	【stainer】n.着色工人;染色工人;上釉工人
stainless	【stainless】adj.无瑕疵的;不锈的;洁白的
stainless/steel	【stainless&nbspsteel】n.不锈钢
stair	【stair】n.一级(梯阶的);楼梯
staircase	【staircase】n.楼梯，梯子;(建筑物的)楼梯部份
stairs	【stairs】n.楼梯
stairs，/below	【stairs，&nbspbelow】n.在地下室，做仆人的工作stairway&nbsp///&nbspn楼梯
stake	【stake】n.木柱;赌注;奖金;v.打桩;下赌注
stakeholder	【stakeholder】n.保管赌注的人
stalactite	【stalactite】n.钟乳石
stalactitic	【stalactitic】adj.钟乳石的;钟乳石状的;钟乳石质的
stalagmite	【stalagmite】n.石笋
stalagmitic	【stalagmitic】adj.石笋的;石笋状的
stale	【stale】n.尿;adj.不新鲜的;陈腐的;疲倦的;v.使泄气;走味;撒尿
stalemate	【stalemate】n.僵持状态;陷於困境;胶着状况;v.使无法动棋子;使停顿;使陷入困境
staleness	【staleness】n.泄气;腐败;陈腐
stalk	【stalk】n.茎;追踪;高视阔步;v.悄悄靠近;蔓延;高视阔步
stall	【stall】n.货摊;托辞;牛棚;v.停顿;推托;使…陷於泥中
stallage	【stallage】n.摆摊用地
stallfeed	【stall-feed】v.使…长肥;在畜舍饲养
stallion	【stallion】n.种马
stalo	【stalo】n.稳定本地振荡器
stalwart	【stalwart】n.顽强的人;adj.高大结实的;顽强的
stamen	【stamen】n.雄蕊;雄性花蕊
stamina	【stamina】n.精力;活力
staminal	【staminal】adj.雄蕊的;能增进精力的
staminate	【staminate】adj.有雄性花蕊的stammer&nbsp///&nbspv.口吃;结结巴巴地说;n.口吃;结巴
stammerer	【stammerer】n.口吃的人
stamp	【stamp】n.印;邮票;打印器;v.捺印;顿足;贴上邮票
stampcollector	【stamp-collector】n.集邮家
stampede	【stampede】n.受惊吓而奔逃;崩溃;涌到;逃窜;v.逃窜;溃败
stamper	【stamper】n.打印的人;打印器;印章
stamping	【stamping】n.冲件;冲锻加工
stampings	【stampings】n.冲屑
stance	【stance】n.准备击球姿势;踏脚处;位置
stanch	【stanch】v.止住;止血;adj.坚固的;坚强的;忠实的
stanchion	【stanchion】n.支柱;纵栏杆;纵立的栅柱;v.(把家畜等)系在栅柱上;以支柱支撑
stand	【stand】n.台子;停顿;站立;楼台;v.站立;忍受;位在
standalone	【standalone】n.单机;单一
standard	【standard】n.标准;本位;原尺;adj.标准的;本位的;基本的
standardization	【standardization】n.标准化
standardize	【standardize】n.标准化;v.标准化;使合於标准
standby	【standby】n.备用
standee	【standee】n.站着看的人
stand/for	【stand&nbspfor】v.代表
standin	【stand-in】n.代替演员;替身
standing	【standing】n.起立;持续;身份;adj.立着的;不动的;经常的;v.站立;忍耐
standish	【standish】n.墨水壶
standoff	【standoff】n.疏远;冷淡;不亲切;adj.冷淡的;不关心的
standoffish	【standoffish】adj.冷淡的;谦虚的;不亲切的
standpat	【standpat】adj.固执己说的;主张维持现状的;保守的
standpatter	【standpatter】n.现状维持论者;保守派;顽固者
standpipe	【standpipe】n.储水塔;给水塔
standpoint	【standpoint】n.立场;立足点;见解
standstill	【standstill】n.停顿;停滞;adj.停顿的;停滞的
standto	【stand-to】n.待命态势
standup	【stand-up】adj.站立的;直立的;竖挺的衣领的
stanhope	【stanhope】n.单人乘座轻马车的一种;印刷机的一种
stannate	【stannate】n.锡酸盐
stannic	【stannic】adj.锡的;四价锡的
stannous	【stannous】adj.锡的;含有锡的;含二价锡的
stannum	【stannum】n.锡
stanza	【stanza】n.[诗]节
stapes	【stapes】n.镫骨
staphylococcus	【staphylococcus】n.葡萄状球菌
staple	【staple】n.主要产物;主要要素;原料;adj.主要的;重要的;v.分类;选择
stapler	【stapler】n.主要物产商;把羊毛分类的人;羊毛商
star	【star】n.星;运气;演员;v.以星状物装饰;变成演员
starboard	【starboard】n.右舷;右侧;adv.在右舵;v.把航向转向右方;向左转舵
starch	【starch】n.淀粉;浆糊;刻板;v.浆硬;使拘泥
starched	【starched】adj.浆硬的;硬而挺的;拘泥刻板的
starchiness	【starchiness】n.淀粉质;浆糊状;刻板
starchy	【starchy】adj.淀粉的;浆糊的;浆糊状的
starcrossed	【star-crossed】adj.时运不济的;运气不好的;不幸的
stardom	【stardom】n.演员的身份;演员们
stare	【stare】n.注视;凝视;v.注视;凝视
stared	【stared】v.注视;凝视;瞪视
starfish	【starfish】n.海盘车
starflower	【starflower】n.矜取草类植物;开星状花的植物
stargaze	【stargaze】v.眺望星星;耽入梦想
stargazer	【stargazer】n.看星星的人;占星师;天文学家
staring	【staring】adj.凝视的;瞪着眼的;显眼的;v.注视;凝视;瞪眼
stark	【stark】adj.变硬了的;完全的;adv.实在;简直;全然
starless	【starless】adj.没有星的;没有星光的
starlet	【starlet】n.小星星;刚入影坛的演员;小明星
starlight	【starlight】n.星光;星星的闪光
starlike	【starlike】adj.星形的;星般闪烁的
starlit	【starlit】adj.星光的
starriness	【starriness】n.满天星斗;星一般的闪烁;星形状
starry	【starry】adj.星光照耀的;多星的;繁星之夜
starryeyed	【starry-eyed】adj.空想的;不切实际的
start	【start】n.开始;起点;启动;v.开始;起身;出发
starter	【starter】n.起动器
starting	【starting】n.出发;开始;开动
startle	【startle】n.惊愕;惊恐;v.吃惊;使…惊愕
startled	【startled】v.震惊
startler	【startler】n.令人惊骇的人;事件或陈述
